λgen,λesc,ref_N,x0,y0,z0,x,y,z,kx,ky,kz
1018.0871742856332,1018.0871742856332,0,1.14426943766547,1.157361194526822,7.29133580593093,9.979551740535442e-9,1.0981094086418535,7.334469393099475,-0.9956958742679828,-0.07492938774873448,0.05454642808944776
955.4131145902167,1045.235272925711,7,1.3121419289131897,1.305867261045336,2.1958304379633686,0.3413491402837116,0.7520801554696557,8.786063820931389e-9,-0.6358922309977392,0.27407632035902973,-0.7214729663509042
986.3787144395001,986.3787144395001,0,1.2742228694619036,1.2412503756382474,2.9532971121710254,8.924957217715246e-9,1.6687638560358715,3.4348956109180055,-0.7564677501490705,0.4341887494497616,0.4891182605829141
963.7109020270047,991.6609233696205,2,1.2276377403650767,1.2504615544604587,5.388005084344569,1.7681452743982489,2.4178068740984275,8.086894320857851e-9,-0.8418935419426834,0.13684043389593503,-0.5220057084806409
1000.1974229226473,997.449763289725,8,1.265657068397915,1.2486423518209535,2.1346560796192753,0.5604842741808553,2.4999999915097306,0.391801452778228,0.7573430214292554,0.6427131945903912,0.11554781431001113
1022.8222926035356,1028.8265588838337,23,1.1741334235108947,1.1305491911043655,1.7079977978709775,2.0009614507424938,9.070061757210368e-9,5.269313191786585,-0.5914590401799766,-0.7919236662081479,0.15176663233012241
970.7825433733276,957.1515186269767,7,1.2108931123931717,1.2499797146130478,4.361722263338646,2.4999999918863733,0.8768875559463354,6.191528897470441,0.530655747992554,0.847327305746993,0.020997953662328983
1001.4385043897277,1004.2813850286967,6,1.2435079507032833,1.243897210234327,2.858412058006972,2.491628571664863,8.484596819067542e-9,6.439351199522973,-0.2900037732889875,-0.6411363009565951,0.7105223818246994
1025.308389395544,1005.4507468838511,7,1.368666775183705,1.1358780219918982,3.7110899221858684,0.7122712331741443,0.6504432356866405,9.803640954597626e-9,0.055322232965342874,0.2805311805901135,-0.9582492928546547
1064.5107014560065,1064.5107014560065,1,1.1439447093944908,1.3968160345336287,5.299473459860243,2.4187031287618015,2.4999999920053324,2.663507561400225,0.3792157615860441,0.4912297250666307,-0.7841484319793536
957.6467195590627,1016.2973013899091,1,1.2316662524853823,1.239410862834464,1.2371876216122129,1.9831761102694625,2.499999991304205,2.3215055103221762,-0.7128085435752509,0.698100447931362,-0.0675258824759927
989.4687474869181,989.4687474869181,0,1.2377553268143848,1.1512777966365377,6.88548547662919,2.4999999901476833,1.1656631274966254,6.666588120510738,0.9686886917138803,0.016281060220065768,-0.24774411319698778
956.4641603658282,1003.007304762546,0,1.251020711444102,1.2842248973216555,5.224727505547371,2.4999999918094367,1.9472342042466229,6.3072830898754395,0.5549496848220781,0.7896049448259292,0.2618298654132438
962.2716318504004,1026.7594222659236,0,1.2478674460101362,1.255400555707363,0.6281998367468026,1.7015393588786445,9.185319727045282e-9,0.3346903182221534,0.48130664444485166,-0.8193786068453788,-0.311388202501899
1033.3179035599665,1033.3179035599665,0,1.1831874442911,1.2153218726949386,6.039265527414365,2.4999999927100207,1.2427883019421646,4.803107292421073,0.12185342160607382,0.022048168755760135,-0.9923031905105466
