wavelength_nm,If,abs_xs
949.91,-0.00011372,-1.3274999999999998e-20
949.935,0.000312777,3.6226799999999995e-20
949.96,-6.63565e-05,-7.62562e-21
949.985,-6.63662e-05,-7.56723e-21
950.01,7.58583e-05,8.582049999999999e-21
950.035,0.000169664,1.90448e-20
950.06,-0.000161246,-1.79587e-20
950.085,7.58918e-05,8.38645e-21
950.11,-1.89757e-05,-2.08056e-21
950.135,-1.89787e-05,-2.06465e-21
950.16,-6.64355e-05,-7.171019999999999e-21
950.185,0.000360184,3.8574899999999995e-20
950.21,0.00036024,3.82799e-20
950.235,7.59614e-05,8.00889e-21
950.26,-0.00011396,-1.19215e-20
950.285,7.59848e-05,7.8869e-21
950.31,0.000219534,2.2608999999999998e-20
950.335,7.60083e-05,7.76678e-21
950.36,-1.9005e-05,-1.92685e-21
950.385,-0.000114048,-1.14728e-20
950.41,-1.90109e-05,-1.89751e-21
950.435,-0.000161617,-1.60056e-20
950.46,-0.000161642,-1.5883299999999998e-20
950.485,-1.90197e-05,-1.85434e-21
950.51,-1.90226e-05,-1.84017e-21
950.535,7.61016e-05,7.3044e-21
950.56,0.00021987,2.0939099999999997e-20
950.585,2.85465e-05,2.6974199999999998e-21
950.61,-0.000114203,-1.0707199999999999e-20
950.635,2.8555e-05,2.65633e-21
950.66,-0.000114237,-1.0544099999999999e-20
950.685,7.61691e-05,6.97565e-21
950.71,-0.000161883,-1.47099e-20
950.735,7.61921e-05,6.86946e-21
950.76,-0.000161933,-1.44861e-20
950.785,-6.66887e-05,-5.91932e-21
950.81,-6.6699e-05,-5.87412e-21
950.835,2.85897e-05,2.49826e-21
950.86,-1.90628e-05,-1.65279e-21
950.885,-0.000114394,-9.84103e-21
950.909,0.000123422,1.0535e-20
950.934,-6.67506e-05,-5.65329e-21
950.959,-0.000162134,-1.36246e-20
950.984,7.63101e-05,6.36265e-21
951.009,-6.67816e-05,-5.52482e-21
951.034,-0.000162209,-1.3315e-20
951.059,7.63455e-05,6.2180799999999995e-21
951.084,0.000123556,9.98489e-21
951.109,-6.6823e-05,-5.3580999999999994e-21
951.134,0.000170807,1.35893e-20
951.159,7.63918e-05,6.03037e-21
951.184,-1.91008e-05,-1.4960799999999999e-21
951.209,-1.91036e-05,-1.4846599999999998e-21
951.234,-1.91064e-05,-1.47332e-21
951.259,-0.000162429,-1.24276e-20
951.284,-6.68924e-05,-5.07819e-21
951.309,-1.9115e-05,-1.4398299999999999e-21
951.334,7.64717e-05,5.71541e-21
951.359,-1.91209e-05,-1.41796e-21
951.384,2.86858e-05,2.1107099999999998e-21
951.409,-1.91268e-05,-1.39641e-21
951.434,2.86947e-05,2.0786499999999997e-21
951.459,-0.000114797,-8.2512e-21
951.484,-1.91357e-05,-1.36471e-21
951.509,7.65548e-05,5.4172399999999995e-21
951.534,0.000171223,1.2022e-20
951.559,-1.91446e-05,-1.3337399999999999e-21
951.584,-6.70167e-05,-4.6325099999999995e-21
951.609,-0.000114904,-7.880919999999999e-21
951.634,2.87304e-05,1.9552099999999997e-21
951.659,7.66262e-05,5.17417e-21
951.684,-1.91595e-05,-1.28368e-21
951.709,-0.000162881,-1.0828199999999998e-20
951.734,0.000171435,1.1308199999999999e-20
951.759,2.87523e-05,1.88182e-21
951.784,0.000124085,8.05816e-21
951.809,0.000171512,1.1051499999999999e-20
951.834,-1.91768e-05,-1.22607e-21
951.859,0.000124141,7.87524e-21
951.884,2.87737e-05,1.81116e-21
951.909,0.000124178,7.755619999999999e-21
951.934,0.000124197,7.69655e-21
951.959,2.87869e-05,1.77008e-21
951.984,0.000221789,1.3531599999999999e-20
952.009,-6.71905e-05,-4.06752e-21
952.034,2.88004e-05,1.72995e-21
952.059,2.88049e-05,1.71678e-21
952.084,7.6825e-05,4.54322e-21
952.108,-1.92092e-05,-1.12716e-21
952.133,-6.72428e-05,-3.91502e-21
952.158,7.68609e-05,4.4402499999999995e-21
952.183,-0.000115309,-6.609669999999999e-21
952.208,7.68849e-05,4.37291e-21
952.233,-1.92242e-05,-1.08491e-21
952.258,7.69089e-05,4.3065999999999995e-21
952.283,2.88453e-05,1.6026799999999998e-21
952.308,-0.000115399,-6.3619499999999996e-21
952.333,0.000317396,1.7362099999999997e-20
952.358,0.000269874,1.4647999999999997e-20
952.383,-1.92418e-05,-1.03628e-21
952.408,-1.92447e-05,-1.0283899999999999e-21
952.433,-6.73666e-05,-3.57197e-21
952.458,-0.000115503,-6.0767499999999996e-21
952.483,0.000124618,6.5054099999999996e-21
952.508,0.000172248,8.92205e-21
952.533,0.000222539,1.1437599999999999e-20
952.558,-0.000163729,-8.34967e-21
952.583,0.000222609,1.1264299999999999e-20
952.608,0.000172356,8.65371e-21
952.633,-1.92713e-05,-9.60073e-22
952.658,-0.000115646,-5.71664e-21
952.683,-0.000163857,-8.036989999999999e-21
952.708,7.71213e-05,3.75336e-21
952.733,0.000124812,6.02726e-21
952.758,-1.92864e-05,-9.24127e-22
952.783,0.000172544,8.20353e-21
952.808,0.000318324,1.5017199999999998e-20
952.833,-1.92954e-05,-9.03213e-22
952.858,-1.92984e-05,-8.96349e-22
952.883,7.72058e-05,3.55815e-21
952.908,-6.75657e-05,-3.0897199999999998e-21
952.933,0.000172707,7.83648e-21
952.958,2.89658e-05,1.30412e-21
952.983,0.000125007,5.58453e-21
953.008,-0.000164191,-7.27813e-21
953.033,-1.93196e-05,-8.49745e-22
953.058,0.000172842,7.54327e-21
953.083,7.73027e-05,3.3475299999999997e-21
953.108,-1.93287e-05,-8.305269999999999e-22
953.133,-0.00011599,-4.94531e-21
953.158,-1.93348e-05,-8.17958e-22
953.183,-0.000116027,-4.87048e-21
953.208,7.73633e-05,3.22233e-21
953.233,-1.93439e-05,-7.99464e-22
953.258,2.90203e-05,1.19009e-21
953.283,7.73997e-05,3.1494799999999997e-21
953.307,-0.000116118,-4.68835e-21
953.332,-6.77456e-05,-2.7140899999999998e-21
953.357,0.000271555,1.0795e-20
953.382,-1.93617e-05,-7.63714e-22
953.407,0.000173217,6.77956e-21
953.432,0.000223791,8.6911e-21
953.457,0.000125376,4.83135e-21
953.482,2.906e-05,1.11115e-21
953.507,-0.000116258,-4.41086e-21
953.532,-1.93793e-05,-7.29564e-22
953.557,-6.78382e-05,-2.5340999999999998e-21
953.582,0.000125473,4.65073e-21
953.607,-1.93884e-05,-7.13083e-22
953.632,0.000224068,8.177119999999999e-21
953.657,-6.78809e-05,-2.4580599999999998e-21
953.682,2.90964e-05,1.0454599999999999e-21
953.707,-6.79023e-05,-2.42091e-21
953.732,7.76148e-05,2.74577e-21
953.757,7.76271e-05,2.72494e-21
953.782,0.000173622,6.04748e-21
953.807,-1.94129e-05,-6.70942e-22
953.832,-6.79558e-05,-2.33049e-21
953.857,0.000320413,1.0903299999999999e-20
953.882,7.76882e-05,2.62318e-21
953.907,0.000320514,1.0738599999999999e-20
953.932,0.000224492,7.4632e-21
953.957,2.91469e-05,9.61486e-22
953.982,0.000125789,4.11738e-21
954.007,2.91561e-05,9.46964e-22
954.032,7.77617e-05,2.5061e-21
954.057,0.000125849,4.0244599999999996e-21
954.082,-0.000165296,-5.24503e-21
954.107,0.00022474,7.076089999999999e-21
954.132,7.78108e-05,2.4309799999999998e-21
954.157,-0.000165374,-5.12669e-21
954.182,7.78354e-05,2.3942799999999997e-21
954.207,0.000224881,6.86404e-21
954.232,-0.00011679,-3.5372e-21
954.257,7.78723e-05,2.34027e-21
954.282,-1.94711e-05,-5.80635e-22
954.307,-1.94742e-05,-5.7623699999999995e-22
954.332,-6.81706e-05,-2.0015499999999997e-21
954.357,7.79215e-05,2.27016e-21
954.382,0.00022513,6.50823e-21
954.407,-0.000116919,-3.3538599999999997e-21
954.432,-0.000116938,-3.32846e-21
954.457,7.79708e-05,2.20217e-21
954.482,-1.94958e-05,-5.46373e-22
954.506,0.000126207,3.50964e-21
954.531,0.000174446,4.81361e-21
954.556,2.92576e-05,8.01085e-22
954.581,-0.000165819,-4.50511e-21
954.606,-1.95112e-05,-5.26001e-22
954.631,-6.83001e-05,-1.82707e-21
954.656,-0.000117104,-3.1084099999999997e-21
954.681,-0.000165924,-4.3702499999999996e-21
954.706,-0.000117141,-3.0615399999999997e-21
954.731,2.929e-05,7.5959199999999995e-22
954.756,7.81191e-05,2.01025e-21
954.781,0.000126427,3.22823e-21
954.806,-1.9536e-05,-4.94985e-22
954.831,-1.95391e-05,-4.9124e-22
954.856,-1.95422e-05,-4.87524e-22
954.881,0.000126507,3.1316399999999997e-21
954.906,0.000126527,3.1079499999999998e-21
954.931,-0.000166188,-4.0506399999999995e-21
954.956,-1.95548e-05,-4.72945e-22
954.981,0.00012659,3.03802e-21
955.006,2.9342e-05,6.98736e-22
955.031,-1.95645e-05,-4.62305e-22
955.056,2.93517e-05,6.88218e-22
955.081,-0.000166354,-3.87044e-21
955.106,-1.95743e-05,-4.51905e-22
955.131,-1.95774e-05,-4.48489e-22
955.156,-1.95805e-05,-4.45098e-22
955.181,2.93754e-05,6.62599e-22
955.206,0.000126776,2.83751e-21
955.231,2.93847e-05,6.52619e-22
955.256,7.83717e-05,1.7271599999999998e-21
955.281,0.000126836,2.7736499999999997e-21
955.306,2.93988e-05,6.37932e-22
955.331,7.84091e-05,1.6882999999999998e-21
955.356,-6.86189e-05,-1.4660999999999999e-21
955.381,-1.96085e-05,-4.15719e-22
955.406,-1.96116e-05,-4.12578e-22
955.431,-0.000117689,-2.45676e-21
955.456,0.000175483,3.6349699999999995e-21
955.481,0.000175511,3.60751e-21
955.506,0.000275277,5.6145e-21
955.531,-1.96273e-05,-3.97227e-22
955.556,0.000275365,5.52999e-21
955.581,7.8534e-05,1.56499e-21
955.606,0.000324005,6.40684e-21
955.631,-1.96398e-05,-3.85361e-22
955.656,0.000175707,3.4210399999999996e-21
955.68,2.9469e-05,5.69344e-22
955.705,0.00012718,2.43818e-21
955.73,0.000324265,6.1686e-21
955.755,0.000127222,2.40153e-21
955.78,0.000227158,4.25494e-21
955.805,0.000227196,4.22285e-21
955.83,-0.000167157,-3.08297e-21
955.855,0.000324535,5.9394499999999996e-21
955.88,0.000667769,1.2126899999999998e-20
955.905,0.000175997,3.17154e-21
955.93,0.000176025,3.14761e-21
955.955,2.95224e-05,5.2384e-22
955.98,2.95272e-05,5.19887e-22
956.005,0.000227493,3.97462e-21
956.03,2.95366e-05,5.12071e-22
956.055,0.000127471,2.19292e-21
956.08,2.9546e-05,5.04373e-22
956.105,2.95508e-05,5.00568e-22
956.13,0.000227675,3.82693e-21
956.155,7.88272e-05,1.3147799999999999e-21
956.18,0.000176307,2.91803e-21
956.205,7.88524e-05,1.29503e-21
956.23,0.00022782,3.71277e-21
956.255,0.00032537,5.2617099999999995e-21
956.28,0.000227893,3.6569799999999995e-21
956.305,2.95886e-05,4.7115e-22
956.33,0.000325529,5.14361e-21
956.355,7.89293e-05,1.23754e-21
956.38,0.000228044,3.5479999999999996e-21
