wavelength_nm,If,abs_xs
909.942,-0.00115544,-1.54835e-21
910.092,0.0026215,3.47252e-21
910.242,-0.00124765,-1.6336599999999999e-21
910.392,0.00312524,4.04509e-21
910.542,-1.8231e-05,-2.3325700000000002e-23
910.692,2.736e-05,3.46034e-23
910.842,-0.00243647,-3.04611e-21
910.991,-0.000657366,-8.12409e-22
911.141,-0.000703384,-8.593e-22
911.291,0.000438685,5.29776e-22
911.441,0.00034747,4.14806e-22
911.591,0.000896566,1.05803e-21
911.741,0.0035974,4.1966e-21
911.891,0.00304981,3.51702e-21
912.041,0.00176853,2.01609e-21
912.191,-0.000293382,-3.30619e-22
912.34,0.00190802,2.12557e-21
912.49,-0.000660826,-7.27746e-22
912.64,0.000762182,8.2976e-22
912.79,0.000670703,7.21818e-22
912.94,7.354e-05,7.823960000000001e-23
913.09,-0.00268578,-2.82475e-21
913.24,0.00108593,1.12907e-21
913.39,-0.00287285,-2.9528499999999997e-21
913.539,2.7637e-05,2.80822e-23
913.689,-0.000801999,-8.056169999999999e-22
913.839,-0.00034126,-3.38888e-22
913.989,0.00390356,3.8321999999999995e-21
914.139,2.76985e-05,2.6882e-23
914.289,0.00173688,1.66647e-21
914.439,0.000489931,4.64712e-22
914.589,0.00123017,1.15355e-21
914.739,0.00155477,1.4413399999999999e-21
914.888,-0.00256498,-2.3507599999999997e-21
915.038,0.000305748,2.77025e-22
915.188,0.000769444,6.89227e-22
915.338,-0.00178093,-1.57712e-21
915.488,-0.00145711,-1.27569e-21
915.638,0.000770778,6.6714e-22
915.788,0.000724771,6.20191e-22
915.938,-0.000158052,-1.3371e-22
916.088,-0.000948872,-7.9362e-22
916.237,-0.00108906,-9.0053e-22
916.387,-0.000624024,-5.10144e-22
916.537,-0.000158421,-1.28041e-22
916.687,0.000587451,4.69414e-22
916.837,-0.00174477,-1.3783899999999999e-21
916.987,-0.00132571,-1.03546e-21
917.137,-0.00057919,-4.47258e-22
917.287,-0.00188816,-1.44155e-21
917.436,-0.00128137,-9.6721e-22
917.586,0.00180622,1.3479599999999998e-21
917.736,-0.000955179,-7.04772e-22
917.886,0.00330765,2.41293e-21
918.036,0.00162199,1.16987e-21
918.186,-0.000816205,-5.82038e-22
918.336,-0.00123913,-8.73644e-22
918.486,-1.87853e-05,-1.3094900000000001e-23
918.636,-0.00175761,-1.21137e-21
918.785,0.000122264,8.33154e-23
918.935,-0.00100695,-6.78433e-22
919.085,0.000452006,3.01104e-22
919.235,-0.000254419,-1.6757e-22
919.385,-0.0017632,-1.14823e-21
919.535,-0.00317949,-2.04721e-21
919.685,-0.00204866,-1.3042399999999999e-21
919.835,-1.8893e-05,-1.1892400000000001e-23
919.984,-0.00172044,-1.07076e-21
920.134,0.00305519,1.88008e-21
920.284,0.00078559,4.77994e-22
920.434,-0.00200787,-1.20796e-21
920.584,0.00296637,1.76454e-21
920.734,0.000218116,1.28288e-22
920.884,-0.00186945,-1.0872e-21
921.034,-0.00196559,-1.13027e-21
921.184,0.000598595,3.40345e-22
921.333,-0.000494413,-2.77955e-22
921.483,-1.90277e-05,-1.05773e-23
921.633,0.00231351,1.27163e-21
921.783,-0.00125755,-6.83468e-22
921.933,-0.000400389,-2.15169e-22
922.083,0.00212725,1.13038e-21
922.233,-0.00087822,-4.61443e-22
922.383,-0.000783296,-4.0696e-22
922.532,0.000219845,1.12942e-22
922.682,-0.00150173,-7.62861e-22
922.832,0.00213444,1.07214e-21
922.982,-0.00121641,-6.04177e-22
923.132,0.000747597,3.67173e-22
923.282,-0.000594666,-2.888e-22
923.432,-0.000787019,-3.77948e-22
923.582,0.000989207,4.6974e-22
923.732,0.000413263,1.94054e-22
923.881,-0.000836731,-3.88516e-22
924.031,0.00315674,1.4494099999999999e-21
924.181,0.00181059,8.22059e-22
924.331,0.00311295,1.39761e-21
924.481,0.00060759,2.69748e-22
924.631,0.00248995,1.09313e-21
924.781,0.000801598,3.47998e-22
924.931,-0.000454242,-1.95005e-22
925.08,0.00438126,1.85994e-21
925.23,-0.00224542,-9.42624e-22
925.38,0.00254721,1.05742e-21
925.53,0.00157981,6.48536e-22
925.68,0.00162947,6.61491e-22
925.83,0.00313508,1.25856e-21
925.98,-0.00181634,-7.21062e-22
926.13,-0.000651264,-2.55672e-22
926.28,0.00396865,1.54071e-21
926.429,-0.00118757,-4.55924e-22
926.579,0.00149041,5.65846e-22
926.729,-0.00031195,-1.17121e-22
926.879,0.000712141,2.64408e-22
927.029,-0.000702912,-2.5809e-22
927.179,0.000224702,8.159080000000001e-23
927.329,0.00271801,9.75998e-22
927.479,0.000958835,3.40493e-22
927.628,-0.00173311,-6.08636e-22
927.778,0.00120526,4.18583e-22
927.928,0.000176511,6.062410000000001e-23
928.078,-0.00330713,-1.1233e-21
928.228,0.0021409,7.19144e-22
928.378,0.00194596,6.46441e-22
928.528,-0.00115075,-3.78055e-22
928.678,0.000324811,1.05532e-22
928.828,0.0018026,5.79204e-22
928.977,0.00205046,6.5158e-22
929.127,-0.00120358,-3.78245e-22
929.277,0.00521282,1.62016e-21
929.427,-0.00165003,-5.07182e-22
929.577,0.00235335,7.15398e-22
929.727,-0.000168221,-5.0574500000000005e-23
929.877,2.97063e-05,8.832680000000001e-24
930.027,-0.00115952,-3.40969e-22
930.176,0.00146784,4.26886e-22
930.326,-1.98506e-05,-5.7095800000000005e-24
930.476,0.000178799,5.08621e-23
930.626,-0.000715743,-2.01366e-22
930.776,0.00077596,2.15908e-22
930.926,-0.000965716,-2.65756e-22
931.076,0.00296908,8.08091e-22
