wavelength_nm,If,abs_xs
929.927,9.41915e-05,1.5377799999999999e-21
930.007,-6.28196e-05,-1.01371e-21
930.086,9.42671e-05,1.50355e-21
930.166,-1.04784e-05,-1.65192e-22
930.246,0.000199174,3.1036099999999998e-21
930.326,-1.04872e-05,-1.61523e-22
930.406,-1.04914e-05,-1.59716e-22
930.486,0.000251897,3.79035e-21
930.566,4.19997e-05,6.24663e-22
930.646,4.20166e-05,6.17681e-22
930.726,0.000147117,2.1377199999999997e-21
930.806,-1.05125e-05,-1.50987e-22
930.886,-1.05168e-05,-1.493e-22
930.966,0.000252506,3.54321e-21
931.046,-6.3152e-05,-8.75913e-22
931.126,0.000147414,2.02097e-21
931.206,0.000147473,1.99842e-21
931.286,0.000252914,3.38762e-21
931.365,0.000200306,2.6519699999999997e-21
931.445,0.000147657,1.93232e-21
931.525,9.49622e-05,1.22837e-21
931.605,0.000253335,3.23913e-21
931.685,0.000200638,2.5357199999999997e-21
931.765,9.50775e-05,1.18774e-21
931.845,0.000200801,2.4795099999999998e-21
931.925,4.2291e-05,5.16187e-22
932.005,0.000148078,1.78652e-21
932.085,0.000148138,1.76662e-21
932.165,0.0001482,1.74697e-21
932.245,0.000148263,1.72755e-21
932.325,4.23789e-05,4.88101e-22
932.405,-1.05989e-05,-1.20666e-22
932.485,9.54298e-05,1.07392e-21
932.565,4.24306e-05,4.71988e-22
932.644,9.55074e-05,1.05016e-21
932.724,4.24651e-05,4.6154699999999995e-22
932.804,4.24824e-05,4.56415e-22
932.884,-6.37495e-05,-6.77011e-22
932.964,-6.37755e-05,-6.6948599999999995e-22
933.044,4.25343e-05,4.41365e-22
933.124,-1.06378e-05,-1.09114e-22
933.204,4.25698e-05,4.31621e-22
933.284,0.000149058,1.49392e-21
933.364,9.58629e-05,9.49723e-22
933.444,0.000149181,1.46095e-21
933.524,-1.06601e-05,-1.03194e-22
933.604,-1.06644e-05,-1.02049e-22
933.684,9.60197e-05,9.08258e-22
933.764,-1.06733e-05,-9.979840000000001e-23
933.843,-6.40675e-05,-5.92166e-22
933.923,-1.06824e-05,-9.7601e-23
934.003,-1.06868e-05,-9.65189e-23
934.083,-6.41475e-05,-5.72699e-22
934.163,-6.41738e-05,-5.66352e-22
934.243,9.62999e-05,8.4011399999999995e-22
934.323,0.000203383,1.75393e-21
934.403,9.6379e-05,8.21605e-22
934.483,-6.42791e-05,-5.41672e-22
934.563,-6.43062e-05,-5.35681e-22
934.643,-1.07222e-05,-8.82929e-23
934.723,-1.07268e-05,-8.73174e-23
934.803,9.65818e-05,7.77166e-22
934.883,4.2943e-05,3.41587e-22
934.963,4.29607e-05,3.37809e-22
935.043,-6.44675e-05,-5.01109e-22
935.122,0.000150486,1.15633e-21
935.202,0.000150551,1.14357e-21
935.282,9.68245e-05,7.27038e-22
935.362,4.30514e-05,3.1956199999999997e-22
935.442,4.30692e-05,3.16031e-22
935.522,-6.46304e-05,-4.6881e-22
935.602,-1.07761e-05,-7.72716e-23
935.682,9.70255e-05,6.8777e-22
935.762,-6.47111e-05,-4.53457e-22
935.842,9.71086e-05,6.7269e-22
