wavelength_nm,If,abs_xs
910.0,0.005261385804416313,1.1301186337408205e-21
910.02,0.004848755261452362,1.0403961015157803e-21
910.04,0.0044361247184884125,9.508604552235858e-22
910.06,0.004023494175524463,8.61511388761352e-22
910.08,0.003610863632560513,7.723485964906991e-22
910.1,0.003637460219029253,7.772221630885073e-22
910.12,0.0042861170795614875,9.14862075051524e-22
910.1399999999999,0.0049347739400937216,1.052212722910296e-21
910.1599999999999,0.0055834308006259565,1.1892745818013527e-21
910.1799999999998,0.006232087661158191,1.3260481261392569e-21
910.1999999999998,0.006456038311089287,1.3722605752198065e-21
910.2199999999998,0.00609326632245154,1.2937948671319068e-21
910.2399999999997,0.0057304943338137935,1.2154921199578577e-21
910.2599999999996,0.005367722345176046,1.1373520671242361e-21
910.2799999999996,0.005004950356538299,1.0593744424618048e-21
910.2999999999997,0.005054468962651111,1.0687351943999073e-21
910.3199999999997,0.005659620869944348,1.1954372867994727e-21
910.3399999999998,0.006264772777237586,1.3218728549920894e-21
910.3599999999997,0.006869924684530824,1.4480423367670373e-21
910.3799999999997,0.007475076591824063,1.5739461692484926e-21
910.3999999999996,0.007684532156208189,1.6163545330313978e-21
910.4199999999997,0.007373723858933397,1.5493553964297704e-21
910.4399999999998,0.0070629155616586045,1.4824948767489722e-21
910.4599999999997,0.006752107264383812,1.4157727475973076e-21
910.4799999999997,0.006441298967109019,1.349188782926041e-21
910.4999999999997,0.00607878476775339,1.2719238234455268e-21
910.5199999999996,0.0056499403735906,1.1809548425607236e-21
910.5399999999997,0.00522109597942781,1.0901749943615093e-21
910.5599999999995,0.00479225158526502,9.995839694864435e-22
910.5799999999994,0.004363407191102229,9.091814590430173e-22
910.5999999999993,0.004136291701030823,8.60956406046514e-22
910.6199999999993,0.004161685979272701,8.653354728064437e-22
910.6399999999993,0.0041870802575145775,8.697044715460391e-22
910.6599999999994,0.004212474535756456,8.740634192621782e-22
910.6799999999994,0.004237868813998333,8.784123329255723e-22
910.6999999999992,0.004494544207846193,9.306402958460771e-22
910.7199999999992,0.00503371747311056,1.0411908305512865e-21
910.7399999999992,0.005572890738374926,1.1515090343514728e-21
910.7599999999992,0.006112064003639292,1.2615952885245944e-21
910.7799999999994,0.006651237268903658,1.3714499737697963e-21
910.7999999999992,0.006740716597661635,1.3884459691904837e-21
910.8199999999993,0.006294177438999801,1.2951119316461924e-21
910.8399999999992,0.005847638280337967,1.2019717231808816e-21
910.8599999999992,0.005401099121676132,1.1090250270134048e-21
910.8799999999993,0.0049545599630142975,1.0162715268424309e-21
910.8999999999994,0.004714375255785115,9.659937324440924e-22
910.9199999999992,0.004714230680773617,9.649537581405827e-22
910.9399999999991,0.004714086105762118,9.639149491692532e-22
910.9599999999992,0.004713941530750618,9.628773041739424e-22
910.9799999999992,0.00471379695573912,9.618408218001172e-22
910.9999999999992,0.004717880164466743,9.616672693498758e-22
911.0199999999991,0.004726762988275949,9.62470379127803e-22
911.039999999999,0.004735645812085154,9.632708042499328e-22
911.059999999999,0.00474452863589436,9.640685496627904e-22
911.079999999999,0.004753411459703566,9.648636203049615e-22
911.0999999999989,0.0045104073738674935,9.145806157549104e-22
911.1199999999988,0.003988318568986032,8.078705677502882e-22
911.1399999999987,0.0034662297641045708,7.013826777139248e-22
911.1599999999987,0.0029441409592231094,5.951165824234672e-22
911.1799999999987,0.002422052154341648,4.890719192066319e-22
911.1999999999987,0.0023656542503150894,4.771844843452355e-22
911.2199999999989,0.0028128439926079505,5.667956593040706e-22
911.2399999999988,0.0032600337349008115,6.562190168177634e-22
911.2599999999987,0.003707223477193673,7.45454864607738e-22
911.2799999999987,0.004154413219486534,8.345035099289793e-22
911.2999999999987,0.004334989137410509,8.698660886973516e-22
911.3199999999989,0.004234171756076009,8.487480498673974e-22
911.3399999999987,0.004133354374741509,8.276732371732747e-22
911.3599999999988,0.004032536993407009,8.066415803679877e-22
911.3799999999987,0.003931719612072509,7.856530093105481e-22
911.3999999999987,0.003913705278459632,7.812362255162915e-22
911.4199999999987,0.0039809881857121,7.938367135331088e-22
911.4399999999987,0.004048271092964568,8.06410059223485e-22
911.4599999999986,0.004115554000217035,8.189563074436617e-22
911.4799999999985,0.004182836907469503,8.314755029815815e-22
911.4999999999985,0.004426669329246508,8.790260165661556e-22
911.5199999999985,0.004848007923251051,9.616878072681222e-22
911.5399999999986,0.005269346517255594,1.0441760085209176e-21
911.5599999999984,0.0056906851112601365,1.1264909047916155e-21
911.5799999999984,0.00611202370526468,1.208632780116231e-21
911.5999999999984,0.006069768429624615,1.1990234765603387e-21
911.6199999999984,0.005572587449169086,1.099660695934483e-21
911.6399999999984,0.005075406468713557,1.0005041774530064e-21
911.6599999999986,0.004578225488258028,9.015535844608483e-22
911.6799999999984,0.004081044507802499,8.028085808120478e-22
911.6999999999985,0.004182924790144068,8.219909963336743e-22
911.7199999999984,0.0048585572834027695,9.537634667049868e-22
911.7399999999984,0.005534189776661471,1.0852599472337074e-21
911.7599999999985,0.006209822269920172,1.2164808896619833e-21
911.7799999999984,0.0068854547631788734,1.3474267450478412e-21
911.7999999999984,0.007364270660886371,1.439622781659158e-21
911.8199999999983,0.007659112514976342,1.4956978657486805e-21
911.8399999999984,0.007953954369066317,1.5516543961988164e-21
911.8599999999984,0.008248796223156286,1.6074925676329852e-21
911.8799999999984,0.008543638077246259,1.6632125743795334e-21
911.8999999999983,0.00809289846842664,1.5738217698816224e-21
911.9199999999983,0.006961985102083906,1.352480793664652e-21
911.9399999999982,0.005831071735741173,1.131600113800114e-21
