wavelength_nm,If,abs_xs
929.927,0.00163393,2.7500099999999996e-20
930.007,0.00154324,2.5672599999999998e-20
930.086,0.0013159,2.1637099999999998e-20
930.166,0.00117957,1.9170599999999997e-20
930.246,0.00106595,1.71233e-20
930.326,0.000952277,1.5120099999999998e-20
930.406,0.000975278,1.5305999999999998e-20
930.486,0.000907121,1.40715e-20
930.566,0.00104411,1.6008899999999997e-20
930.646,0.000975935,1.4790399999999997e-20
930.726,0.00120423,1.8039e-20
930.806,0.00184326,2.7292099999999995e-20
930.886,0.00330405,4.8354999999999995e-20
930.966,0.00451443,6.53048e-20
931.046,0.00467524,6.68489e-20
931.126,0.00476763,6.73816e-20
931.206,0.00428913,5.99181e-20
931.286,0.00385609,5.3245999999999995e-20
931.365,0.00408549,5.576149999999999e-20
931.445,0.00346936,4.6805099999999996e-20
931.525,0.00342445,4.566539999999999e-20
931.605,0.00283074,3.73122e-20
931.685,0.00273992,3.5697999999999995e-20
931.765,0.00326673,4.2070099999999996e-20
931.845,0.00278696,3.54772e-20
931.925,0.00210102,2.6436599999999998e-20
932.005,0.00223886,2.7845899999999996e-20
932.085,0.00223938,2.7530999999999995e-20
932.165,0.00182766,2.221e-20
932.245,0.00191972,2.3059599999999998e-20
932.325,0.00171394,2.0350399999999997e-20
932.405,0.00146225,1.7161699999999998e-20
932.485,0.00111873,1.2978599999999999e-20
932.565,0.000843837,9.676689999999999e-21
932.644,0.000637619,7.22761e-21
932.724,0.000500125,5.60374e-21
932.804,0.000569087,6.30297e-21
932.884,0.00052332,5.72931e-21
932.964,0.000523447,5.6647e-21
933.044,0.000477647,5.10953e-21
933.124,0.000454794,4.8090499999999995e-21
933.204,0.000592753,6.19571e-21
933.284,0.000569917,5.888449999999999e-21
933.364,0.000616029,6.29164e-21
933.444,0.000524211,5.2922799999999996e-21
933.524,0.000639326,6.3802e-21
933.604,0.000616479,6.0814399999999994e-21
933.684,0.000662646,6.461699999999999e-21
933.764,0.000685824,6.61083e-21
933.843,0.000778077,7.41386e-21
933.923,0.000732222,6.89674e-21
934.003,0.000709375,6.60476e-21
934.083,0.000778666,7.16662e-21
934.163,0.000755819,6.876429999999999e-21
934.243,0.00075601,6.79917e-21
934.323,0.000779255,6.92775e-21
934.403,0.000756385,6.64722e-21
934.483,0.000825768,7.17366e-21
934.563,0.000849045,7.29122e-21
934.643,0.000826182,7.01346e-21
934.723,0.000826391,6.93474e-21
934.803,0.000849696,7.048519999999999e-21
934.883,0.00073444,6.02255e-21
934.963,0.000757731,6.14229e-21
935.043,0.000757922,6.0734e-21
935.122,0.000735001,5.82221e-21
935.202,0.000758306,5.93797e-21
935.282,0.000712248,5.51339e-21
935.362,0.000712428,5.4516e-21
935.442,0.000666336,5.0404799999999994e-21
935.522,0.00071279,5.3301299999999995e-21
935.602,0.000689828,5.0993499999999994e-21
935.682,0.000643699,4.70387e-21
935.762,0.000667026,4.8185299999999995e-21
935.842,0.000644028,4.59915e-21
935.922,0.000667364,4.7112599999999994e-21
936.002,0.000621182,4.33506e-21
936.082,0.000551791,3.80675e-21
936.162,0.000598314,4.0805e-21
936.242,0.000621663,4.1912499999999995e-21
936.321,0.000598618,3.98974e-21
936.401,0.000598775,3.9451599999999995e-21
936.481,0.000598933,3.90109e-21
936.561,0.000668752,4.3060799999999996e-21
936.641,0.000599247,3.81445e-21
936.721,0.000715569,4.50285e-21
936.801,0.000715752,4.45256e-21
936.881,0.000692689,4.25988e-21
936.961,0.000716119,4.3536799999999996e-21
937.041,0.000716307,4.30511e-21
937.121,0.000693233,4.11888e-21
937.201,0.000716685,4.2096199999999996e-21
937.281,0.000740148,4.29784e-21
937.361,0.000763621,4.38355e-21
937.441,0.000787103,4.46681e-21
937.521,0.000740718,4.15564e-21
937.6,0.00083411,4.62623e-21
937.68,0.000811024,4.44691e-21
937.76,0.000787927,4.27102e-21
937.84,0.00083477,4.47337e-21
937.92,0.000788342,4.17644e-21
938.0,0.000788544,4.12992e-21
938.08,0.000812081,4.20474e-21
938.16,0.000858975,4.3968999999999995e-21
938.24,0.000859202,4.3479799999999996e-21
938.32,0.000906137,4.53329e-21
938.4,0.000859656,4.2518e-21
938.48,0.000836517,4.09027e-21
938.56,0.00078999,3.81882e-21
938.64,0.000836949,3.9997899999999995e-21
938.72,0.000813779,3.84482e-21
938.799,0.000837385,3.9113599999999996e-21
938.879,0.000861003,3.97595e-21
938.959,0.00088463,4.03861e-21
939.039,0.000908266,4.09938e-21
939.119,0.000908499,4.0538299999999996e-21
939.199,0.000885319,3.90551e-21
939.279,0.000885553,3.8621599999999995e-21
939.359,0.000956084,4.12241e-21
939.439,0.000979769,4.17655e-21
939.519,0.000980021,4.1301899999999995e-21
939.599,0.00100373,4.18209e-21
939.679,0.00102746,4.2323499999999995e-21
939.759,0.000980797,3.9942899999999995e-21
939.839,0.00102799,4.13898e-21
939.919,0.00105173,4.18652e-21
939.999,0.00102854,4.0477899999999995e-21
940.078,0.000981856,3.82022e-21
940.158,0.00105262,4.0491e-21
940.238,0.0010294,3.91491e-21
940.318,0.00102969,3.8716e-21
940.398,0.000982939,3.6539399999999996e-21
940.478,0.00110082,4.04577e-21
940.558,0.00100701,3.65906e-21
940.638,0.000913146,3.28042e-21
940.718,0.00098402,3.495e-21
940.798,0.00100784,3.53906e-21
940.878,0.000984561,3.41818e-21
940.958,0.000984832,3.38041e-21
941.038,0.000985103,3.34307e-21
941.118,0.00103252,3.46434e-21
941.198,0.000985646,3.26965e-21
941.277,0.0010095,3.3109099999999998e-21
941.357,0.000962596,3.12136e-21
941.437,0.00101006,3.23823e-21
941.517,0.00103394,3.27732e-21
941.597,0.00101062,3.16717e-21
941.677,0.0010109,3.1322399999999997e-21
941.757,0.00105842,3.2424299999999998e-21
941.837,0.00103507,3.13508e-21
941.917,0.00105899,3.17128e-21
941.997,0.00113021,3.34635e-21
942.077,0.00101227,2.9632899999999997e-21
942.157,0.00113084,3.27301e-21
942.237,0.00110749,3.1692399999999998e-21
942.317,0.00113146,3.20131e-21
942.397,0.00113178,3.16606e-21
942.476,0.00115577,3.1967099999999997e-21
942.556,0.00115609,3.16152e-21
942.636,0.00113272,3.06265e-21
942.716,0.00113303,3.0289499999999997e-21
942.796,0.00115705,3.0583e-21
942.876,0.00118109,3.08664e-21
942.956,0.00113397,2.9301e-21
943.036,0.00115802,2.9585e-21
943.116,0.00111086,2.80606e-21
943.196,0.00111117,2.77522e-21
943.276,0.00120648,2.97932e-21
943.356,0.0011593,2.8305699999999998e-21
943.436,0.00118338,2.85684e-21
943.516,0.00113617,2.71199e-21
943.596,0.00120782,2.85055e-21
943.675,0.00113681,2.65276e-21
943.755,0.00113712,2.62364e-21
943.835,0.00116123,2.64913e-21
943.915,0.00120916,2.72744e-21
943.995,0.00111426,2.48512e-21
944.075,0.00109076,2.40534e-21
944.155,0.00123399,2.69061e-21
944.235,0.00118668,2.55837e-21
944.315,0.00125851,2.68275e-21
944.395,0.00125888,2.6533599999999997e-21
944.475,0.00125924,2.62431e-21
944.555,0.00130731,2.69388e-21
944.635,0.00140312,2.85885e-21
944.715,0.00135577,2.7313599999999998e-21
944.795,0.0014039,2.79657e-21
944.875,0.00145206,2.86003e-21
944.954,0.00152413,2.9682899999999997e-21
945.034,0.00162014,3.11987e-21
945.114,0.00174011,3.3132899999999997e-21
945.194,0.00183625,3.45712e-21
945.274,0.00200419,3.73099e-21
945.354,0.00207653,3.82231e-21
945.434,0.00226855,4.12895e-21
945.514,0.00236493,4.25612e-21
945.594,0.00243744,4.33745e-21
945.674,0.00258184,4.54293e-21
945.754,0.00270235,4.7017199999999995e-21
945.834,0.00282293,4.85648e-21
945.914,0.00279975,4.76266e-21
945.994,0.00289647,4.87201e-21
946.074,0.00296926,4.9385299999999996e-21
946.153,0.00304209,5.0030199999999994e-21
946.233,0.00311494,5.0654899999999996e-21
946.313,0.00316382,5.08741e-21
946.393,0.00321276,5.1082999999999994e-21
946.473,0.00321369,5.0526199999999995e-21
946.553,0.00333474,5.18431e-21
946.633,0.00340781,5.2386499999999996e-21
946.713,0.00343283,5.21812e-21
946.793,0.0035781,5.3781299999999995e-21
946.873,0.00365129,5.42681e-21
946.953,0.00379671,5.57988e-21
947.033,0.00384595,5.5890799999999995e-21
947.113,0.00391929,5.6320299999999994e-21
947.193,0.00411307,5.84449e-21
947.273,0.00430697,6.051669999999999e-21
947.352,0.0044287,6.15322e-21
947.432,0.00455049,6.25186e-21
947.512,0.00460003,6.2493799999999996e-21
947.592,0.00469783,6.3110199999999994e-21
947.672,0.00479568,6.3706e-21
947.752,0.00484534,6.36475e-21
947.832,0.0047502,6.17018e-21
947.912,0.00467915,6.0101e-21
947.992,0.00460809,5.85284e-21
948.072,0.0042471,5.3342e-21
948.152,0.00403086,5.00619e-21
948.232,0.00376614,4.62527e-21
948.312,0.00347707,4.22269e-21
948.392,0.00318788,3.8283499999999995e-21
948.472,0.00294688,3.49951e-21
948.551,0.00272995,3.20579e-21
948.631,0.00260972,3.03049e-21
948.711,0.00236835,2.71958e-21
948.791,0.0021995,2.4975699999999997e-21
948.871,0.00212747,2.38889e-21
948.951,0.00205539,2.2822799999999998e-21
949.031,0.00205601,2.25757e-21
949.111,0.00188686,2.0487899999999998e-21
949.191,0.00196021,2.10476e-21
949.271,0.00191226,2.03045e-21
949.351,0.00193711,2.0339699999999997e-21
949.431,0.00188913,1.96154e-21
949.511,0.00196257,2.0151399999999997e-21
949.591,0.00201177,2.04271e-21
949.671,0.00206101,2.06945e-21
949.75,0.00211026,2.09537e-21
949.83,0.00218385,2.14436e-21
949.91,0.00225749,2.1920499999999997e-21
949.99,0.0023068,2.2150599999999998e-21
950.07,0.00235614,2.23732e-21
950.15,0.00240551,2.25885e-21
950.23,0.00252799,2.34752e-21
950.31,0.00257745,2.3668999999999997e-21
950.39,0.00252945,2.29705e-21
950.47,0.00265204,2.38166e-21
950.55,0.00270157,2.39924e-21
950.63,0.00279993,2.45901e-21
950.71,0.00275195,2.39009e-21
950.79,0.00287478,2.4690999999999998e-21
950.87,0.00287563,2.4424499999999998e-21
950.949,0.00290089,2.4366099999999997e-21
951.029,0.00285289,2.3697499999999997e-21
951.109,0.0028293,2.32412e-21
951.189,0.00283013,2.29906e-21
951.269,0.00268428,2.15643e-21
951.349,0.00263618,2.09434e-21
951.429,0.0025636,2.01414e-21
951.509,0.0024665,1.9163999999999998e-21
951.589,0.00234485,1.80172e-21
951.669,0.00222312,1.68929e-21
951.749,0.00210133,1.5790799999999998e-21
951.829,0.00207747,1.54389e-21
951.909,0.00198008,1.45524e-21
951.989,0.00198068,1.43959e-21
952.069,0.00183416,1.3183599999999999e-21
952.148,0.00193283,1.37393e-21
952.228,0.00203156,1.42815e-21
952.308,0.00200764,1.39574e-21
952.388,0.00193461,1.33012e-21
952.468,0.0018861,1.28245e-21
952.548,0.00205865,1.3843099999999999e-21
952.628,0.00201013,1.3367599999999999e-21
952.708,0.00203532,1.33857e-21
952.788,0.00201137,1.3082199999999999e-21
952.868,0.0020612,1.32584e-21
952.948,0.00203724,1.2959699999999999e-21
953.028,0.0020625,1.2975599999999999e-21
953.108,0.00211238,1.31429e-21
953.188,0.00211305,1.30021e-21
953.268,0.00218762,1.33125e-21
953.347,0.00218831,1.31699e-21
953.427,0.00216435,1.28821e-21
953.507,0.00231298,1.36151e-21
953.587,0.00221504,1.2894899999999999e-21
953.667,0.00224041,1.2898899999999999e-21
953.747,0.00221645,1.26204e-21
953.827,0.00216779,1.22074e-21
953.907,0.00234138,1.30398e-21
953.987,0.00239153,1.31724e-21
954.067,0.00239228,1.30316e-21
954.147,0.00239305,1.28923e-21
954.227,0.00244329,1.30181e-21
954.307,0.00246882,1.3009399999999998e-21
954.387,0.00246962,1.28705e-21
954.467,0.00261895,1.34986e-21
954.546,0.00266931,1.3607e-21
954.626,0.00271972,1.3711499999999999e-21
954.706,0.00269583,1.34417e-21
954.786,0.00282064,1.3909399999999999e-21
